Year,PC Name,PC No,Type,State,Winning Candidate,Party,Electors,Votes,Margin
2009,Howrah,25,GEN,West Bengal,Ambica Banerjee,All India Trinamool Congress,1344746,994315,37392
2009,Hyderabad,9,GEN,Andhra Pradesh,Asaduddin Owaisi,All India Majlis-E-Ittehadul Muslimoon,1393242,730544,113865
2009,Idukki,13,GEN,Kerala,Adv. P.T Thomas,Indian National Congress,1062849,787236,74796
2009,Indore,26,GEN,Madhya Pradesh,Sumitra Mahajan (Tai),Bharatiya Janta Party,1570094,797171,11480
2009,Inner Manipur,1,GEN,Manipur,Dr. Thokchom Meinya,Indian National Congress,826755,583323,30960
2009,Jabalpur,13,GEN,Madhya Pradesh,Rakesh Singh,Bharatiya Janta Party,1446345,633495,106003
2009,Jadavpur,22,GEN,West Bengal,Kabir Suman,All India Trinamool Congress,1331537,1085301,56267
2009,Jagatsinghpur,16,SC,Orissa,Bibhu Prasad Tarai,Communist Party Of India,1455406,982922,76735
2009,Jahanabad,36,GEN,Bihar,Jagdish Sharma,Janata Dal (United),1276912,599175,21327
2009,Jaipur,7,GEN,Rajasthan,Mahesh Joshi,Indian National Congress,1684541,812957,16099
2009,Jaipur Rural,6,GEN,Rajasthan,Lal Chand Kataria,Indian National Congress,1444949,687165,52237
2009,Jajpur,8,SC,Orissa,Mohan Jena,Biju Janata Dal,1227088,817649,127747
2009,Jalandhar,4,SC,Punjab,Mohinder Singh Kaypee,Indian National Congress,1339842,899607,36445
2009,Jalaun,45,SC,Uttar Pradesh,Ghansyam Anuragi,Samajwadi Party,1684988,797588,11409
2009,Jalgaon,3,GEN,Maharashtra,A.T. Nana Patil,Bharatiya Janta Party,1549391,656612,96020
2009,Jalna,18,GEN,Maharashtra,Danve Raosaheb Dadarao Patil,Bharatiya Janta Party,1426255,797213,8482
2009,Jalore,18,GEN,Rajasthan,Devji Patel,Bharatiya Janta Party,1520957,577810,49805
2009,Jalpaiguri,3,SC,West Bengal,Mahendra Kumar Roy,Communist Party Of India (MARXIST),1252142,1032242,88371
2009,Jammu,6,GEN,Jammu & Kashmir,Madan Lal Sharma,Indian National Congress,1719897,842899,121373
2009,Jamnagar,12,GEN,Gujarat,Ahir Vikrambhai Arjanbhai Madam,Indian National Congress,1298599,594603,26418
2009,Jamshedpur,9,GEN,Jharkhand,Arjun Munda,Bharatiya Janta Party,1380279,705570,119663
2009,Jamui,40,SC,Bihar,Bhudeo Choudhary,Janata Dal (United),1404016,535288,29797
2009,Jangipur,9,GEN,West Bengal,Pranab Mukherjee,Indian National Congress,1087054,934813,128149
2009,Janjgir-Champa,3,SC,Chhattisgarh,Shrimati Kamla Devi Patle,Bharatiya Janta Party,1518450,737608,87211
2009,Jaunpur,73,GEN,Uttar Pradesh,Dhananjay Singh,Bahujan Samaj Party,1662127,763987,80351
2009,Jhalawar-Baran,25,GEN,Rajasthan,Dushyant Singh,Bharatiya Janta Party,1447157,872015,52841
2009,Jhanjharpur,7,GEN,Bihar,Mangani Lal Mandal,Janata Dal (United),1418977,607835,72709
2009,Jhansi,46,GEN,Uttar Pradesh,Pradeep Kumar Jain (Aditya),Indian National Congress,1562082,861858,47670
2009,Jhargram,33,ST,West Bengal,Pulin Bihari Baske,Communist Party Of India (MARXIST),1241574,958825,292345
2009,Jhunjhunu,4,GEN,Rajasthan,Sheesh Ram Ola,Indian National Congress,1432581,603278,65332
2009,Jodhpur,16,GEN,Rajasthan,Chandresh Kumari,Indian National Congress,1506821,684623,98329
2009,Jorhat,12,GEN,Assam,Bijoy Krishna Handique,Indian National Congress,1182349,765059,71914
2009,Joynagar,19,SC,West Bengal,Dr. Tarun Mondal,Independent,1143640,915801,53705
2009,Junagadh,13,GEN,Gujarat,Solanki Dinubhai Boghabhai,Bharatiya Janta Party,1313064,760085,13759
2009,Kachchh,1,SC,Gujarat,Jat Poonamben Veljibhai,Bharatiya Janta Party,1325614,564099,71343
2009,Kadapa,38,GEN,Andhra Pradesh,Y.S. Jagan Mohan Reddy,Indian National Congress,1347716,1031800,178846
2009,Kairana,2,GEN,Uttar Pradesh,Tabassum Begum,Bahujan Samaj Party,1282551,725359,22463
2009,Kaiserganj,57,GEN,Uttar Pradesh,Brijbhushan Sharan Singh,Samajwadi Party,1376267,565673,72199
2009,Kakinada,23,GEN,Andhra Pradesh,M.M.Pallamraju,Indian National Congress,1265094,967545,34044
2009,Kalahandi,11,GEN,Orissa,Bhakta Charan Das,Indian National Congress,1421959,980310,154037
2009,Kaliabor,11,GEN,Assam,Dip Gogoi,Indian National Congress,1348371,961183,151989
2009,Kallakurichi,14,GEN,Tamil Nadu,Sankar Adhi,Dravida Munetra Kazhagam,1106352,857618,357571
2009,Kalyan,24,GEN,Maharashtra,Anand Prakash Paranjape,Shiv Sena,1588507,544851,24202
2009,Kancheepuram,6,SC,Tamil Nadu,Viswanathan.P,Indian National Congress,1060188,787177,13103
2009,Kandhamal,13,GEN,Orissa,Rudramadhab Ray,Biju Janata Dal,1065279,708100,151007
2009,Kangra,1,GEN,Himachal Pradesh,Dr. Rajan Sushant,Bharatiya Janta Party,1200165,662248,20779
2009,Kanker,11,ST,Chhattisgarh,Sohan Potai,Bharatiya Janta Party,1296734,742076,19288
2009,Kannauj,42,GEN,Uttar Pradesh,Akhilesh Yadav,Samajwadi Party,1504276,741965,115864
2009,Kanniyakumari,39,GEN,Tamil Nadu,Helen Davidson J,Dravida Munetra Kazhagam,1178047,766034,65687
2009,Kannur,2,GEN,Kerala,K. Sudhakaran,Indian National Congress,1069725,867040,43151
2009,Kanpur,43,GEN,Uttar Pradesh,Sri Prakash Jaiswal,Indian National Congress,1390055,512917,18906
2009,Kanthi,31,GEN,West Bengal,Adhikari Sisir Kumar,All India Trinamool Congress,1249775,1124817,129103
2009,Karakat,35,GEN,Bihar,Mahabali Singh,Janata Dal (United),1386634,577454,20483
2009,Karauli-Dholpur,10,SC,Rajasthan,Khiladi Lal Bairwa,Indian National Congress,1303196,487218,29723
2009,Karimganj,1,SC,Assam,Lalit Mohan Suklabaidya,Indian National Congress,1068811,685740,7920
2009,Karimnagar,3,GEN,Andhra Pradesh,Ponnam Prabhakar,Indian National Congress,1496211,991417,50243
2009,Karnal,5,GEN,Haryana,Arvind Kumar Sharma,Indian National Congress,1216977,811067,76346
2009,Karur,23,GEN,Tamil Nadu,Thambidurai.M,All India Anna Dravida Munnetra Kazhagam,1012924,825860,47254
2009,Kasaragod,1,GEN,Kerala,P Karunakaran,Communist Party Of India (MARXIST),1113892,848205,64427
2009,Katihar,11,GEN,Bihar,Nikhil Kumar Choudhary,Bharatiya Janta Party,1272769,724942,14015
2009,Kaushambi,50,SC,Uttar Pradesh,Shailendra Kumar,Samajwadi Party,1391312,551342,55789
2009,Kendrapara,15,GEN,Orissa,Baijayant Panda,Biju Janata Dal,1434425,982950,127107
2009,Keonjhar,4,ST,Orissa,Yashbant Narayan Singh Laguri,Biju Janata Dal,1265225,892274,126484
2009,Khadoor Sahib,3,GEN,Punjab,Dr. Rattan Singh Ajnala,Shiromani Akali Dal,1340145,946690,32260
2009,Khagaria,25,GEN,Bihar,Dinesh Chandra Yadav,Janata Dal (United),1342970,624966,138755
2009,Khajuraho,8,GEN,Madhya Pradesh,Jeetendra Singh Bundela,Bharatiya Janta Party,1349511,583085,28332
2009,Khammam,17,GEN,Andhra Pradesh,Nama Nageswara Rao,Telugu Desam,1259815,1038421,124448
2009,Khandwa,28,GEN,Madhya Pradesh,Arun Subhashchandra Yadav,Indian National Congress,1355325,813214,49081
2009,Khargone,27,ST,Madhya Pradesh,Makansingh Solanki (Babuji),Bharatiya Janta Party,1263778,760779,34175
2009,Kheda,17,GEN,Gujarat,Dinsha Patel,Indian National Congress,1448571,602867,846
2009,Kheri,28,GEN,Uttar Pradesh,Zafar Ali Naqvi,Indian National Congress,1297088,707983,8777
2009,Khunti,11,ST,Jharkhand,Karia Munda,Bharatiya Janta Party,980868,510352,80175
2009,Kishanganj,10,GEN,Bihar,Mohammad Asrarul Haque,Indian National Congress,1186369,626914,80269
2009,Kodarma,5,GEN,Jharkhand,Babulal Marandi,Jharkhand Vikas Morcha (Prajatantrik),1390428,780555,48520
2009,Kokrajhar,5,ST,Assam,Sansuma Khunggur Bwiswmuthiary,Bodaland Peoples Front,1377837,1015053,190322
2009,Kolar,28,SC,Karnataka,K.H.Muniyappa,Indian National Congress,1340923,928350,23006
2009,Kolhapur,47,GEN,Maharashtra,Sadashivrao Dadoba Mandlik,Independent,1583030,1029203,44800
2009,Kolkata Dakshin,23,GEN,West Bengal,Mamata Banerjee,All India Trinamool Congress,1505638,1008329,219571
2009,Kolkata Uttar,24,GEN,West Bengal,Sudip Bandyopadhyay,All India Trinamool Congress,1366647,878866,109278
2009,Kollam,18,GEN,Kerala,N.Peethambarakurup,Indian National Congress,1108686,754928,17531
2009,Koppal,8,GEN,Karnataka,Shivaramagouda Shivanagouda,Bharatiya Janta Party,1363431,754803,81789
2009,Koraput,21,ST,Orissa,Jayaram Pangi,Biju Janata Dal,1217768,759610,96360
2009,Korba,4,GEN,Chhattisgarh,Charan Das Mahant,Indian National Congress,1276443,745617,20737
2009,Kota,24,GEN,Rajasthan,Ijyaraj Singh,Indian National Congress,1498971,682181,83093
2009,Kottayam,14,GEN,Kerala,Jose K.Mani (Karingozheckal),Kerala Congress(M),1095242,809844,71570
2009,Kozhikode,5,GEN,Kerala,M.K. Raghavan,Indian National Congress,1053817,799996,838
2009,Krishnagiri,9,GEN,Tamil Nadu,Sugavanam. E.G.,Dravida Munetra Kazhagam,1014758,752583,76598
2009,Krishnanagar,12,GEN,West Bengal,Tapas Paul,All India Trinamool Congress,1223082,1047125,77386
2009,Kurnool,35,GEN,Andhra Pradesh,Kotla Jaya Surya Prakash Reddy,Indian National Congress,1307312,873551,73773
2009,Kurukshetra,2,GEN,Haryana,Naveen Jindal,Indian National Congress,1166684,875415,118729
2009,Kushi Nagar,65,GEN,Uttar Pradesh,Ku. Ratanjeet Pratap Narayan Singh,Indian National Congress,1438263,731041,21094
2009,Ladakh,4,GEN,Jammu & Kashmir,Hassan Khan,Independent,152491,111013,3684
2009,Lakhimpur,14,GEN,Assam,Ranee Narah,Indian National Congress,1332518,909812,44572
2009,Lakshadweep,1,ST,Lakshadweep,Hamdullah Sayeed,Indian National Congress,45983,39498,2198
2009,Lalganj,68,SC,Uttar Pradesh,Dr. Baliram,Bahujan Samaj Party,1509536,659042,39948
2009,Latur,41,SC,Maharashtra,Awale Jaywant Gangaram,Indian National Congress,1509987,829585,7975
2009,Lohardaga,12,ST,Jharkhand,Sudarshan Bhagat,Bharatiya Janta Party,981666,522402,8283
2009,Lucknow,35,GEN,Uttar Pradesh,Lal Ji Tandon,Bharatiya Janta Party,1653123,587772,40901
2009,Ludhiana,7,GEN,Punjab,Manish Tewari,Indian National Congress,1309308,846277,113706
2009,Machhlishahr,74,SC,Uttar Pradesh,Tufani Saroj,Samajwadi Party,1751074,717824,24306
2009,Machilipatnam,28,GEN,Andhra Pradesh,Konakalla Narayana Rao,Telugu Desam,1251053,1052352,12456
2009,Madha,43,GEN,Maharashtra,Pawar Sharadchandra Govindrao,Nationalist Congress Party,1558442,919449,314459
2009,Madhepura,13,GEN,Bihar,Sharad Yadav,Janata Dal (United),1508361,756468,177621
2009,Madhubani,6,GEN,Bihar,Hukmadeo Narayan Yadav,Bharatiya Janta Party,1397256,556572,9927
2009,Madurai,32,GEN,Tamil Nadu,Alagiri M.K,Dravida Munetra Kazhagam,1022421,792011,140985
2009,Mahabubabad,16,ST,Andhra Pradesh,P. Balram,Indian National Congress,1265396,996860,68957
2009,Maharajganj,63,GEN,Uttar Pradesh,Harsh Vardhan,Indian National Congress,1509167,599531,123628
2009,Maharajganj,19,GEN,Bihar,Uma Shanaker Singh,Rashtriya Janata Dal,1312219,599531,2797
2009,Mahasamund,9,GEN,Chhattisgarh,Chandulal Sahu (Chandu Bhaiya),Bharatiya Janta Party,1369154,776337,51475
2009,Mahbubnagar,11,GEN,Andhra Pradesh,K. Chandrasekhar Rao,Telangana Rashtra Samithi,1368868,927588,20184
2009,Mahesana,4,GEN,Gujarat,Patel Jayshreeben Kanubhai,Bharatiya Janta Party,1393970,692685,21865
2009,Mainpuri,21,GEN,Uttar Pradesh,Mulayam Singh Yadav,Samajwadi Party,1399259,696701,173069
2009,Malappuram,6,GEN,Kerala,E. Ahamed,Muslim League Kerala State Committee,1019713,784713,115597
2009,Maldaha Dakshin,8,GEN,West Bengal,Abu Hasem Khan Choudhury,Indian National Congress,1052093,831309,136280
2009,Maldaha Uttar,7,GEN,West Bengal,Mausam Noor,Indian National Congress,1101096,922537,60141
2009,Malkajgiri,7,GEN,Andhra Pradesh,Sarvey Sathyanarayana,Indian National Congress,2343050,1205858,93326
2009,Mandi,2,GEN,Himachal Pradesh,Virbhadra Singh,Indian National Congress,1112524,713687,13997
2009,Mandla,14,ST,Madhya Pradesh,Basori Singh Masram,Indian National Congress,1528061,860093,65053
2009,Mandsour,23,GEN,Madhya Pradesh,Meenakshi Natrajan,Indian National Congress,1371067,765754,30819
2009,Mandya,20,GEN,Karnataka,N Cheluvaraya Swamy @ Swamygowda,Janata Dal (Secular),1499744,1031797,23500
2009,Mangaldoi,8,GEN,Assam,Ramen Deka,Bharatiya Janta Party,1416682,988448,55849
2009,Mathura,17,GEN,Uttar Pradesh,Jayant Chaudhary,Rashtriya Lok Dal,1341649,726769,169613
2009,Mathurapur,20,SC,West Bengal,Choudhury Mohan Jatua,All India Trinamool Congress,1227376,1049016,129963
2009,Maval,33,GEN,Maharashtra,Babar Gajanan Dharmshi,Shiv Sena,1604886,718520,80619
2009,Mavelikkara,16,SC,Kerala,Kodikkunnil Suresh,Indian National Congress,1142993,806273,48048
2009,Mayiladuthurai,28,GEN,Tamil Nadu,Maniyan O.S.,All India Anna Dravida Munnetra Kazhagam,1091519,800627,36854
2009,Mayurbhanj,5,ST,Orissa,Laxman Tudu,Biju Janata Dal,1173650,825506,66178
2009,Medak,6,GEN,Andhra Pradesh,Vijaya Shanthi .M,Telangana Rashtra Samithi,1389721,1062584,6077
2009,Medinipur,34,GEN,West Bengal,Prabodh Panda,Communist Party Of India,1262983,1043731,48017
2009,Meerut,10,GEN,Uttar Pradesh,Rajendra Agarwal,Bharatiya Janta Party,1508788,727732,47146
2009,Mirzapur,79,GEN,Uttar Pradesh,Bal Kumar Patel,Samajwadi Party,1405539,732859,19682
2009,Misrikh,32,SC,Uttar Pradesh,Ashok Kumar Rawat,Bahujan Samaj Party,1464770,607911,23292
2009,Mizoram,1,ST,Mizoram,C.L.Ruala,Indian National Congress,629374,332553,108955
2009,Mohanlalganj,34,SC,Uttar Pradesh,Sushila Saroj,Samajwadi Party,1500237,694220,76595
2009,Moradabad,6,GEN,Uttar Pradesh,Mohammed Azharuddin,Indian National Congress,1388525,761683,49107
2009,Morena,1,GEN,Madhya Pradesh,Narendra Singh Tomar,Bharatiya Janta Party,1339897,710660,100997
2009,Mumbai North,26,GEN,Maharashtra,Sanjay Brijkishorlal Nirupam,Indian National Congress,1608924,685035,5779
2009,Mumbai North Central,29,GEN,Maharashtra,Dutt Priya Sunil,Indian National Congress,1681985,664652,174555
2009,Mumbai North East,28,GEN,Maharashtra,Sanjay Dina Patil,Nationalist Congress Party,1572890,667955,2933
2009,Mumbai North West,27,GEN,Maharashtra,Ad.Kamat Gurudas Vasant,Indian National Congress,1604992,707303,38387
2009,Mumbai South,31,GEN,Maharashtra,Deora Milind Murli,Indian National Congress,1589811,641597,112682
2009,Mumbai South Central,30,GEN,Maharashtra,Eknath M. Gaikwad,Indian National Congress,1515899,598877,75706
2009,Munger,28,GEN,Bihar,Rajiv Ranjan Singh Alias Lalan Singh,Janata Dal (United),1564604,651035,189361
2009,Murshidabad,11,GEN,West Bengal,Abdul Mannan Hossain,Indian National Congress,1192899,1052242,35647
2009,Muzaffarnagar,3,GEN,Uttar Pradesh,Kadir Rana,Bahujan Samaj Party,1370117,744973,20598
2009,Muzaffarpur,15,GEN,Bihar,Captain Jai Narayan Prasad Nishad,Janata Dal (United),1339949,621870,47809
2009,Mysore,21,GEN,Karnataka,Adagur H Vishwanath,Indian National Congress,1653991,974410,7691
2009,Nabarangpur,12,ST,Orissa,Pradeep Kumar Majhi,Indian National Congress,1215653,792063,29977
2009,Nagaland,1,ST,Nagaland,C.M. Chang,Nagaland Peoples Front,1321878,1189670,483021
2009,Nagapattinam,29,SC,Tamil Nadu,Vijayan A K S,Dravida Munetra Kazhagam,982352,764572,47962
2009,Nagarkurnool,12,SC,Andhra Pradesh,Dr. Manda Jagannath,Indian National Congress,1460484,1027695,47767
2009,Nagaur,14,GEN,Rajasthan,Dr. Jyoti Mirdha,Indian National Congress,1486307,610003,155137
2009,Nagina,5,SC,Uttar Pradesh,Yashvir Singh,Samajwadi Party,1196566,643784,59688
2009,Nagpur,10,GEN,Maharashtra,Muttemwar Vilasrao Baburaoji,Indian National Congress,1738920,755714,24399
2009,Nainital-Udhamsingh Nagar,4,GEN,Uttarakhand,K.C. Singh Baba,Indian National Congress,1284092,753947,88412
2009,Nalanda,29,GEN,Bihar,Kaushalendra Kumar,Janata Dal (United),1719503,568233,152677
2009,Nalgonda,13,GEN,Andhra Pradesh,Gutha Sukender Reddy,Indian National Congress,1455016,1083684,152982
2009,Namakkal,16,GEN,Tamil Nadu,Gandhiselvan.S,Dravida Munetra Kazhagam,1075526,846216,102431
2009,Nanded,16,GEN,Maharashtra,Khatgaonkar Patil Bhaskarrao Bapurao,Indian National Congress,1439015,774850,74614
2009,Nandurbar,1,ST,Maharashtra,Gavit Manikrao Hodlya,Indian National Congress,1455543,766408,79949
2009,Nandyal,34,GEN,Andhra Pradesh,S.P.Y.Reddy,Indian National Congress,1358711,996163,90847
2009,Narasaraopet,31,GEN,Andhra Pradesh,Modugula Venugopala Reddy,Telugu Desam,1360431,1086317,1607
2009,Narsapuram,26,GEN,Andhra Pradesh,Bapiraju Kanumuru,Indian National Congress,1173138,995129,114690
2009,Nashik,21,GEN,Maharashtra,Sameer Bhujbal,Nationalist Congress Party,1448414,656930,22032
2009,Navsari,25,GEN,Gujarat,C. R. Patil,Bharatiya Janta Party,1623415,757579,132643
2009,Nawada,39,GEN,Bihar,Bhola Singh,Bharatiya Janta Party,1397512,581583,34917
2009,Nellore,39,GEN,Andhra Pradesh,Mekapati Rajamohan Reddy,Indian National Congress,1450938,1006949,54993
2009,New Delhi,4,GEN,Delhi,Ajay Makan,Indian National Congress,1373146,765180,187809
2009,Nilgiris,19,SC,Tamil Nadu,Raja A,Dravida Munetra Kazhagam,1003168,709771,86021
2009,Nizamabad,4,GEN,Andhra Pradesh,Madhu Yaskhi Goud,Indian National Congress,1333271,889962,60390
2009,North East Delhi,2,GEN,Delhi,Jai Prakash Agarwal,Indian National Congress,1677058,877919,222243
2009,North Goa,1,GEN,Goa,Shripad Yesso Naik,Bharatiya Janta Party,486983,292408,6353
2009,North West Delhi,5,SC,Delhi,Krishna Tirath,Indian National Congress,1798181,857564,184433
2009,Nowgong,10,GEN,Assam,Rajen Gohain,Bharatiya Janta Party,1411331,998937,45380
2009,Ongole,33,GEN,Andhra Pradesh,Magunta Srinivasulu Reddy,Indian National Congress,1375558,1026948,78523
2009,Osmanabad,40,GEN,Maharashtra,Patil Padamsinha Bajirao,Nationalist Congress Party,1608852,924810,6787
2009,Outer Manipur,2,ST,Manipur,Thangso Baite,Indian National Congress,909496,753388,119798
2009,Palakkad,8,GEN,Kerala,M.B. Rajesh,Communist Party Of India (MARXIST),1074818,790872,1820
2009,Palamau,13,SC,Jharkhand,Kameshwar Baitha,Jharkhand Mukti Morcha,1417375,651271,23538
2009,Palghar,22,ST,Maharashtra,Jadhav Baliram Sukur,Bahujan Vikas Aaghadi,1523061,732599,12360
2009,Pali,15,GEN,Rajasthan,Badri Ram Jakhar,Indian National Congress,1682713,724620,196717
2009,Panchmahal,18,GEN,Gujarat,Chauhan Prabhatsinh Pratapsinh,Bharatiya Janta Party,1423385,606673,2081
2009,Parbhani,17,GEN,Maharashtra,Adv. Dudhgaonkar Ganeshrao Nagorao,Shiv Sena,1610088,870761,65418
2009,Paschim Champaran,2,GEN,Bihar,Dr. Sanjay Jaiswal,Bharatiya Janta Party,1220868,515490,47343
2009,Pataliputra,31,GEN,Bihar,Ranjan Prasad Yadav,Janata Dal (United),1526241,628364,23541
2009,Patan,3,GEN,Gujarat,Jagdish Thakor,Indian National Congress,1417623,633160,18504
2009,Pathanamthitta,17,GEN,Kerala,Anto Antony Punnathaniyil,Indian National Congress,1213370,798232,111206
2009,Patiala,13,GEN,Punjab,Preneet Kaur,Indian National Congress,1344864,935959,97389
2009,Patna Sahib,30,GEN,Bihar,Shatrughan Sinha,Bharatiya Janta Party,1641976,552538,166770
2009,Peddapalli,2,SC,Andhra Pradesh,Dr.G.Vivekanand,Indian National Congress,1315642,904183,49017
2009,Perambalur,25,GEN,Tamil Nadu,"Napoleon,d.",Dravida Munetra Kazhagam,1049033,834811,77604
2009,Phulpur,51,GEN,Uttar Pradesh,Kapil Muni Karwariya,Bahujan Samaj Party,1426451,551913,14578
2009,Pilibhit,26,GEN,Uttar Pradesh,Varun Gandhi,Bharatiya Janta Party,1310007,837650,281501
2009,Pollachi,21,GEN,Tamil Nadu,Sugumar.K,All India Anna Dravida Munnetra Kazhagam,1017811,773303,46025
2009,Pondicherry,1,GEN,Pondicherry,Narayanasamy,Indian National Congress,762440,608533,91772
2009,Ponnani,7,GEN,Kerala,E.T. Muhammed Basheer,Muslim League Kerala State Committee,997075,770205,82684
2009,Porbandar,11,GEN,Gujarat,Radadiya Vitthalbhai Hansrajbhai,Indian National Congress,1385818,660768,39503
2009,Pratapgarh,39,GEN,Uttar Pradesh,Rajkumari Ratna Singh,Indian National Congress,1435159,641017,29779
2009,Pune,34,GEN,Maharashtra,Kalmadi Suresh,Indian National Congress,1806953,734482,25701
2009,Puri,17,GEN,Orissa,Pinaki Misra,Biju Janata Dal,1322817,910198,211305
2009,Purnia,12,GEN,Bihar,Uday Singh Alias Pappu Singh,Bharatiya Janta Party,1305396,704866,186227
2009,Purulia,35,GEN,West Bengal,Narahari Mahato,All India Forward Bloc,1257799,905208,19301
2009,Purvi Champaran,3,GEN,Bihar,Radha Mohan Singh,Bharatiya Janta Party,1187264,482094,79290
2009,Rae Bareli,36,GEN,Uttar Pradesh,Sonia Gandhi,Indian National Congress,1379507,666699,372165
2009,Raichur,6,ST,Karnataka,Pakkirappa.S.,Bharatiya Janta Party,1486326,682388,30636
2009,Raigad,32,GEN,Maharashtra,Anant Geete,Shiv Sena,1359830,769264,146521
2009,Raiganj,5,GEN,West Bengal,Deepa Dasmunsi,Indian National Congress,1108382,900271,105203
2009,Raigarh,2,ST,Chhattisgarh,Vishnu Deo Sai,Bharatiya Janta Party,1432746,935750,55848
2009,Raipur,8,GEN,Chhattisgarh,Ramesh Bais,Bharatiya Janta Party,1578868,741969,57901
2009,Rajahmundry,25,GEN,Andhra Pradesh,Aruna Kumar Vundavalli,Indian National Congress,1260974,1021131,2147
2009,Rajampet,41,GEN,Andhra Pradesh,Annayyagari Sai Prathap,Indian National Congress,1311449,997835,110377
2009,Rajgarh,20,GEN,Madhya Pradesh,Narayansingh Amlabe,Indian National Congress,1261062,651383,24388
2009,Rajkot,10,GEN,Gujarat,Kuvarjibhai Mohanbhai Bavalia,Indian National Congress,1455072,649750,24735
2009,Rajmahal,1,ST,Jharkhand,Devidhan Besra,Bharatiya Janta Party,1167993,644495,8983
2009,Rajnandgaon,6,GEN,Chhattisgarh,Madhusudan Yadav,Bharatiya Janta Party,1411051,830578,119074
2009,Rajsamand,22,GEN,Rajasthan,Gopal Singh,Indian National Congress,1489231,591390,45890
2009,Ramanathapuram,35,GEN,Tamil Nadu,Sivakumar @ J.K. Ritheesh. K,Dravida Munetra Kazhagam,1133391,779721,69915
